GarageArea,LotArea,1stFlrSF,BsmtUnfSF,GrLivArea,LotFrontage,BsmtFinSF1,TotalBsmtSF,OpenPorchSF,2ndFlrSF
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
216,3600,684,684,1368,60.0,0,684,158,684.0
672,10434,1005,1005,1005,60.0,0,1005,0,0.0
360,8960,1028,1008,1028,56.0,0,1008,0,0.0
240,10480,1166,1064,1639,51.0,0,1064,0,0.0
240,6240,896,896,1344,69.0,0,896,114,448.0
288,7800,912,0,912,66.0,312,912,0,0.0
336,2665,616,264,1304,69.0,0,264,24,688.0
336,2665,616,264,1304,69.0,0,264,24,688.0
672,10434,1005,1005,1005,60.0,0,1005,0,0.0
572,8172,864,697,864,60.0,167,864,0,0.0
414,8892,910,105,910,74.0,0,105,0,0.0
280,8248,686,686,1250,45.0,0,686,0,564.0
280,8248,686,686,1250,45.0,0,686,0,564.0
280,8248,686,686,1250,45.0,0,686,0,564.0
280,8248,686,686,1250,45.0,0,686,0,564.0
414,8892,910,105,910,74.0,0,105,0,0.0
414,8892,910,105,910,74.0,0,105,0,0.0
414,8892,910,105,910,74.0,0,105,0,0.0
414,8892,910,105,910,74.0,0,105,0,0.0
280,8248,686,686,1250,45.0,0,686,0,564.0
414,8892,910,105,910,74.0,0,105,0,0.0
280,8248,686,686,1250,45.0,0,686,0,564.0
280,8248,686,686,1250,45.0,0,686,0,564.0
414,8892,910,105,910,74.0,0,105,0,0.0
414,8892,910,105,910,74.0,0,105,0,0.0
414,8892,910,105,910,74.0,0,105,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
0,7207,858,162,858,50.0,696,858,0,0.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
288,5700,572,572,1111,69.0,0,572,0,539.0
660,10998,984,156,1604,60.0,408,984,68,620.0
216,6000,884,884,1348,50.0,0,884,0,464.0
216,6000,884,884,1348,50.0,0,884,0,464.0
216,6000,884,884,1348,50.0,0,884,0,464.0
660,10998,984,156,1604,60.0,408,984,68,620.0
216,6000,884,884,1348,50.0,0,884,0,464.0
216,6000,884,884,1348,50.0,0,884,0,464.0
216,6000,884,884,1348,50.0,0,884,0,464.0
216,6000,884,884,1348,50.0,0,884,0,464.0
216,6000,884,884,1348,50.0,0,884,0,464.0
660,10998,984,156,1604,60.0,408,984,68,620.0
660,10998,984,156,1604,60.0,408,984,68,620.0
216,6000,884,884,1348,50.0,0,884,0,464.0
660,10998,984,156,1604,60.0,408,984,68,620.0
660,10998,984,156,1604,60.0,408,984,68,620.0
660,10998,984,156,1604,60.0,408,984,68,620.0
429,9100,925,121,925,70.0,338,925,0,0.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
429,9100,925,121,925,70.0,338,925,0,0.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
429,9100,925,121,925,70.0,338,925,0,0.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
429,9100,925,121,925,70.0,338,925,0,0.0
429,9100,925,121,925,70.0,338,925,0,0.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
429,9100,925,121,925,70.0,338,925,0,0.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
429,9100,925,121,925,70.0,338,925,0,0.0
205,9900,1178,1008,2210,90.0,0,1008,48,1032.0
429,9100,925,121,925,70.0,338,925,0,0.0
264,1680,483,321,987,21.0,162,483,0,504.0
286,9000,1128,124,1128,75.0,812,936,0,0.0
0,12108,1440,1307,1440,92.0,133,1440,0,0.0
0,9405,698,698,698,50.0,0,698,200,0.0
0,12108,1440,1307,1440,92.0,133,1440,0,0.0
0,12108,1440,1307,1440,92.0,133,1440,0,0.0
264,1680,483,321,987,21.0,162,483,0,504.0
0,12108,1440,1307,1440,92.0,133,1440,0,0.0
0,12108,1440,1307,1440,92.0,133,1440,0,0.0
286,9000,1128,124,1128,75.0,812,936,0,0.0
0,12108,1440,1307,1440,92.0,133,1440,0,0.0
286,9000,1128,124,1128,75.0,812,936,0,0.0
0,9405,698,698,698,50.0,0,698,200,0.0
264,1680,483,321,987,21.0,162,483,0,504.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
308,8263,1012,1012,1012,59.0,0,1012,22,0.0
0,11841,816,0,816,81.0,816,816,32,0.0
0,11841,816,0,816,81.0,816,816,32,0.0
0,11841,816,0,816,81.0,816,816,32,0.0
0,11841,816,0,816,81.0,816,816,32,0.0
440,6204,954,795,2230,60.0,0,795,188,795.0
0,11841,816,0,816,81.0,816,816,32,0.0
440,6204,954,795,2230,60.0,0,795,188,795.0
440,6204,954,795,2230,60.0,0,795,188,795.0
0,11841,816,0,816,81.0,816,816,32,0.0
440,6204,954,795,2230,60.0,0,795,188,795.0
0,11841,816,0,816,81.0,816,816,32,0.0
440,6204,954,795,2230,60.0,0,795,188,795.0
0,11841,816,0,816,81.0,816,816,32,0.0
0,11841,816,0,816,81.0,816,816,32,0.0
440,6204,954,795,2230,60.0,0,795,188,795.0
0,11841,816,0,816,81.0,816,816,32,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
400,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
410,7018,1535,0,1535,64.0,0,0,0,0.0
240,7200,804,278,804,60.0,510,788,0,0.0
276,7200,988,246,988,60.0,534,876,80,0.0
276,7200,988,246,988,60.0,534,876,80,0.0
180,6000,904,884,904,50.0,0,884,0,0.0
276,7200,988,246,988,60.0,534,876,80,0.0
276,7200,988,246,988,60.0,534,876,80,0.0
288,9600,1032,752,1252,80.0,280,1032,0,220.0
384,8405,961,229,1367,50.0,241,861,130,406.0
280,8190,948,216,948,60.0,732,948,36,0.0
180,6000,904,884,904,50.0,0,884,0,0.0
276,7200,988,246,988,60.0,534,876,80,0.0
384,8405,961,229,1367,50.0,241,861,130,406.0
280,9758,950,251,950,61.0,412,950,0,0.0
264,6951,923,218,923,37.0,658,876,0,0.0
198,8600,780,780,1376,50.0,0,780,0,596.0
264,1680,630,399,1302,21.0,231,630,0,672.0
198,8600,780,780,1376,50.0,0,780,0,596.0
264,6951,923,218,923,37.0,658,876,0,0.0
264,6951,923,218,923,37.0,658,876,0,0.0
264,1680,630,399,1302,21.0,231,630,0,672.0
264,1680,630,399,1302,21.0,231,630,0,672.0
264,6951,923,218,923,37.0,658,876,0,0.0
198,8600,780,780,1376,50.0,0,780,0,596.0
264,1680,630,399,1302,21.0,231,630,0,672.0
264,6951,923,218,923,37.0,658,876,0,0.0
264,1680,630,399,1302,21.0,231,630,0,672.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
240,6305,954,920,954,50.0,0,920,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
300,7800,965,187,965,60.0,641,828,0,0.0
720,10800,1130,299,1130,60.0,821,1120,0,0.0
288,10762,626,626,1217,75.0,0,626,28,591.0
297,7535,912,522,912,70.0,111,912,285,0.0
288,7332,864,450,864,60.0,414,864,0,0.0
288,7332,864,450,864,60.0,414,864,0,0.0
288,10762,626,626,1217,75.0,0,626,28,591.0
288,10762,626,626,1217,75.0,0,626,28,591.0
297,7535,912,522,912,70.0,111,912,285,0.0
308,6000,679,318,1183,50.0,331,649,176,504.0
720,10800,1130,299,1130,60.0,821,1120,0,0.0
297,7535,912,522,912,70.0,111,912,285,0.0
308,6000,679,318,1183,50.0,331,649,176,504.0
432,5890,816,278,816,69.0,538,816,0,0.0
660,6960,864,250,864,60.0,375,864,0,0.0
432,5890,816,278,816,69.0,538,816,0,0.0
528,9000,864,248,864,60.0,616,864,0,0.0
432,5890,816,278,816,69.0,538,816,0,0.0
528,9000,864,248,864,60.0,616,864,0,0.0
660,6960,864,250,864,60.0,375,864,0,0.0
660,6960,864,250,864,60.0,375,864,0,0.0
528,9000,864,248,864,60.0,616,864,0,0.0
660,6960,864,250,864,60.0,375,864,0,0.0
432,5890,816,278,816,69.0,538,816,0,0.0
660,6960,864,250,864,60.0,375,864,0,0.0
528,9000,864,248,864,60.0,616,864,0,0.0
432,5890,816,278,816,69.0,538,816,0,0.0
660,6960,864,250,864,60.0,375,864,0,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
192,8854,952,952,952,69.0,0,952,98,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
528,11341,1392,90,1392,69.0,1302,1392,0,0.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
305,4712,774,363,1230,51.0,384,747,57,456.0
440,10356,969,253,969,120.0,716,969,0,0.0
280,9819,900,432,900,69.0,450,882,0,0.0
0,5250,938,425,2358,50.0,259,684,54,1215.0
0,5250,938,425,2358,50.0,259,684,54,1215.0
308,10120,964,925,1889,60.0,0,925,0,925.0
0,5250,938,425,2358,50.0,259,684,54,1215.0
308,10120,964,925,1889,60.0,0,925,0,925.0
0,5250,938,425,2358,50.0,259,684,54,1215.0
440,10356,969,253,969,120.0,716,969,0,0.0
280,9819,900,432,900,69.0,450,882,0,0.0
280,9819,900,432,900,69.0,450,882,0,0.0
0,5250,938,425,2358,50.0,259,684,54,1215.0
440,10356,969,253,969,120.0,716,969,0,0.0
308,10120,964,925,1889,60.0,0,925,0,925.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
560,11340,1246,777,2290,60.0,0,777,0,1044.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
576,8064,672,672,924,60.0,0,672,0,252.0
270,10634,1319,0,1319,79.0,428,608,0,0.0
270,10634,1319,0,1319,79.0,428,608,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
270,10634,1319,0,1319,79.0,428,608,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
600,7200,894,117,894,60.0,777,894,0,0.0
270,10634,1319,0,1319,79.0,428,608,0,0.0
270,10634,1319,0,1319,79.0,428,608,0,0.0
270,10634,1319,0,1319,79.0,428,608,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
308,6420,1148,219,1148,57.0,210,980,0,0.0
306,8280,932,932,932,57.0,0,932,0,0.0
462,1300,561,276,1229,24.0,285,561,0,668.0
792,8944,1584,1584,1584,65.0,0,1584,152,0.0
306,8280,932,932,932,57.0,0,932,0,0.0
792,8944,1584,1584,1584,65.0,0,1584,152,0.0
792,8944,1584,1584,1584,65.0,0,1584,152,0.0
240,9000,1089,636,1750,50.0,0,636,0,661.0
336,9204,1144,247,1144,71.0,25,1144,88,0.0
306,8280,932,932,932,57.0,0,932,0,0.0
336,9204,1144,247,1144,71.0,25,1144,88,0.0
306,8280,932,932,932,57.0,0,932,0,0.0
306,8280,932,932,932,57.0,0,932,0,0.0
462,1300,561,276,1229,24.0,285,561,0,668.0
264,8314,816,270,816,76.0,546,816,0,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
400,7596,960,960,1960,60.0,0,960,0,1000.0
270,9600,1041,50,1041,80.0,991,1041,88,0.0
270,9600,1041,50,1041,80.0,991,1041,88,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
270,9600,1041,50,1041,80.0,991,1041,88,0.0
270,9600,1041,50,1041,80.0,991,1041,88,0.0
270,9600,1041,50,1041,80.0,991,1041,88,0.0
264,8314,816,270,816,76.0,546,816,0,0.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
352,7200,780,148,780,60.0,632,780,0,0.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
352,7200,780,148,780,60.0,632,780,0,0.0
352,7200,780,148,780,60.0,632,780,0,0.0
352,7200,780,148,780,60.0,632,780,0,0.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
352,7200,780,148,780,60.0,632,780,0,0.0
352,7200,780,148,780,60.0,632,780,0,0.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
456,8820,1188,0,1869,98.0,1088,1088,0,561.0
352,7200,780,148,780,60.0,632,780,0,0.0
352,7200,780,148,780,60.0,632,780,0,0.0
440,2368,765,0,1365,24.0,765,765,36,600.0
240,10880,1164,124,1164,68.0,1040,1164,48,0.0
336,8521,912,70,912,70.0,842,912,0,0.0
240,10880,1164,124,1164,68.0,1040,1164,48,0.0
384,7094,894,340,894,99.0,180,894,0,0.0
240,10880,1164,124,1164,68.0,1040,1164,48,0.0
352,7200,1125,410,1125,72.0,631,1041,0,0.0
264,7175,752,0,752,50.0,623,744,0,0.0
504,9100,1728,396,1728,70.0,1332,1728,0,0.0
384,7094,894,340,894,99.0,180,894,0,0.0
297,7200,803,803,1360,60.0,0,803,65,557.0
297,7200,803,803,1360,60.0,0,803,65,557.0
528,7740,741,622,1363,60.0,0,622,0,622.0
240,5436,796,61,1154,40.0,735,796,96,358.0
240,5436,796,61,1154,40.0,735,796,96,358.0
240,5436,796,61,1154,40.0,735,796,96,358.0
297,7200,803,803,1360,60.0,0,803,65,557.0
288,6173,902,277,902,69.0,599,876,0,0.0
288,6173,902,277,902,69.0,599,876,0,0.0
288,6173,902,277,902,69.0,599,876,0,0.0
297,7200,803,803,1360,60.0,0,803,65,557.0
288,6173,902,277,902,69.0,599,876,0,0.0
528,7740,741,622,1363,60.0,0,622,0,622.0
528,7740,741,622,1363,60.0,0,622,0,622.0
539,10125,1302,0,1734,75.0,0,0,0,432.0
240,8160,756,444,1134,60.0,312,756,0,378.0
299,8775,990,495,990,65.0,495,990,64,0.0
299,8775,990,495,990,65.0,495,990,64,0.0
539,10125,1302,0,1734,75.0,0,0,0,432.0
240,8160,756,444,1134,60.0,312,756,0,378.0
299,8775,990,495,990,65.0,495,990,64,0.0
539,10125,1302,0,1734,75.0,0,0,0,432.0
539,10125,1302,0,1734,75.0,0,0,0,432.0
299,8775,990,495,990,65.0,495,990,64,0.0
240,8160,756,444,1134,60.0,312,756,0,378.0
299,8775,990,495,990,65.0,495,990,64,0.0
539,10125,1302,0,1734,75.0,0,0,0,432.0
539,10125,1302,0,1734,75.0,0,0,0,432.0
539,10125,1302,0,1734,75.0,0,0,0,432.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
220,5820,1163,906,1163,49.0,256,1162,98,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
461,8892,1065,1065,1065,80.0,0,1065,0,0.0
260,6897,1040,381,1040,69.0,659,1040,104,0.0
